Date,Region,Humidity_pct,Rainfall_mm,Heat_Index_C,Wind_Speed_kmph,UV_Index,Extreme_Weather_Flag
2021-03-18,East_Zone,33.0,0.0,65.4,4.1,10.1,1
2021-03-19,East_Zone,42.9,0.0,41.3,5.6,9.1,0
2021-03-20,East_Zone,44.1,0.0,46.2,2.2,10.3,0
2021-03-21,East_Zone,42.4,0.0,35.2,7.2,9.1,0
2021-03-22,East_Zone,43.7,0.0,44.4,9.1,9.7,0
2021-03-23,East_Zone,37.2,0.0,44.8,3.9,8.5,0
2021-03-24,East_Zone,41.8,0.0,35.7,7.3,9.3,0
2021-03-25,East_Zone,39.2,0.0,43.3,4.1,9.0,0
2021-03-26,East_Zone,39.2,0.0,31.3,3.0,8.7,0
2021-03-27,East_Zone,48.1,0.0,31.5,12.2,10.7,0
2021-03-28,East_Zone,42.8,0.0,32.0,3.0,9.5,0
2021-03-29,East_Zone,42.6,0.0,39.7,2.2,10.3,0
2021-03-30,East_Zone,48.3,0.0,30.9,6.6,9.8,0
2021-03-31,East_Zone,46.3,0.0,35.7,6.8,10.0,0
2021-04-01,East_Zone,46.0,0.0,40.5,8.0,9.4,0
2021-04-02,East_Zone,42.0,0.0,39.5,12.0,10.5,0
2021-04-03,East_Zone,39.0,0.0,43.4,3.7,10.2,0
2021-04-04,East_Zone,37.3,0.0,56.8,4.3,10.0,0
2021-04-05,East_Zone,33.2,0.0,39.3,10.8,9.8,0
2021-04-06,East_Zone,37.5,0.0,32.0,8.8,9.3,0
2021-04-07,East_Zone,36.9,0.0,34.8,8.4,9.5,0
2021-04-08,East_Zone,37.1,0.0,39.3,4.2,9.6,0
2021-04-09,East_Zone,43.6,0.0,43.7,9.4,9.8,0
2021-04-10,East_Zone,40.9,0.0,30.9,8.4,10.3,0
2021-04-11,East_Zone,38.6,3.4,45.5,6.6,9.0,0
2021-04-12,East_Zone,51.5,0.0,34.2,4.2,10.0,0
2021-04-13,East_Zone,41.8,0.0,35.9,6.3,9.2,0
2021-04-14,East_Zone,47.8,0.0,35.9,10.9,10.2,0
2021-04-15,East_Zone,40.7,0.0,31.1,2.7,9.1,0
2021-04-16,East_Zone,43.3,6.1,34.2,3.6,9.6,0
2021-04-17,East_Zone,40.6,0.0,31.0,4.1,9.2,0
2021-04-18,East_Zone,40.5,0.0,40.1,4.8,8.5,0
2021-04-19,East_Zone,48.9,0.0,34.5,6.0,10.4,0
2021-04-20,East_Zone,33.5,0.0,37.9,8.9,9.0,0
2021-04-21,East_Zone,42.1,0.0,50.0,7.4,9.8,0
2021-04-22,East_Zone,40.9,0.0,50.1,6.2,9.1,0
2021-04-23,East_Zone,40.0,0.0,37.4,6.8,8.7,0
2021-04-24,East_Zone,37.1,1.9,32.9,7.9,9.3,0
2021-04-25,East_Zone,41.7,0.0,43.7,1.0,9.3,0
2021-04-26,East_Zone,41.2,0.0,35.0,9.2,8.7,0
2021-04-27,East_Zone,42.2,0.0,45.2,3.5,9.6,0
2021-04-28,East_Zone,43.0,0.0,38.4,4.7,8.6,0
2021-04-29,East_Zone,51.3,0.0,40.0,7.0,9.6,0
2021-04-30,East_Zone,40.6,0.4,41.5,5.8,9.5,0
2021-05-01,East_Zone,38.9,0.0,34.0,7.5,7.9,0
2021-05-02,East_Zone,42.6,0.0,42.7,6.4,9.3,0
2021-05-03,East_Zone,43.9,3.5,39.1,5.1,9.8,0
2021-05-04,East_Zone,48.8,2.3,44.1,10.6,8.9,0
2021-05-05,East_Zone,47.6,0.0,38.2,8.1,9.8,0
2021-05-06,East_Zone,46.9,0.0,32.8,6.9,9.6,0
2021-05-07,East_Zone,54.0,0.0,30.0,8.1,8.6,0
2021-05-08,East_Zone,36.7,0.3,37.3,3.9,9.5,0
2021-05-09,East_Zone,41.7,0.0,32.3,12.5,9.8,0
2021-05-10,East_Zone,36.1,0.0,43.2,2.7,9.2,0
2021-05-11,East_Zone,41.4,0.0,36.7,6.3,9.4,0
2021-05-12,East_Zone,35.5,0.0,37.7,5.1,10.2,0
2021-05-13,East_Zone,50.1,0.0,29.0,5.0,8.7,0
2021-05-14,East_Zone,40.4,0.0,42.3,4.6,9.9,0
2021-05-15,East_Zone,37.0,0.0,32.9,3.7,8.7,0
2021-05-16,East_Zone,35.6,0.0,43.4,9.6,9.6,0
2021-05-17,East_Zone,45.0,0.0,37.4,2.4,9.7,0
2021-05-18,East_Zone,47.9,0.0,37.5,9.0,8.0,0
2021-05-19,East_Zone,48.1,0.0,64.0,7.9,9.6,0
2021-05-20,East_Zone,60.6,0.0,32.9,4.9,9.5,0
2021-05-21,East_Zone,48.1,0.0,30.6,7.6,9.4,0
2021-05-22,East_Zone,43.0,1.0,26.9,5.5,8.8,0
2021-05-23,East_Zone,32.4,0.0,35.0,2.7,8.8,0
2021-05-24,East_Zone,41.0,0.0,50.4,2.7,10.2,0
2021-05-25,East_Zone,34.3,0.0,51.6,8.0,9.7,0
2021-05-26,East_Zone,38.1,0.0,46.5,7.8,10.1,0
2021-05-27,East_Zone,39.5,2.7,38.6,6.7,9.8,0
2021-05-28,East_Zone,47.8,0.0,25.9,4.8,8.8,0
2021-05-29,East_Zone,45.6,2.3,50.6,5.4,10.4,0
2021-05-30,East_Zone,43.8,0.0,38.4,5.0,9.1,0
2021-05-31,East_Zone,43.0,0.0,35.5,1.0,10.1,0
2021-06-01,East_Zone,88.3,8.8,32.3,14.2,6.4,0
2021-06-02,East_Zone,82.5,0.0,44.7,15.6,6.5,0
2021-06-03,East_Zone,92.1,0.0,25.8,14.2,5.4,0
2021-06-04,East_Zone,95.0,15.8,24.6,19.3,7.0,0
2021-06-05,East_Zone,99.0,57.3,26.5,11.0,5.7,0
2021-06-06,East_Zone,97.0,26.6,22.8,12.0,5.5,0
2021-06-07,East_Zone,98.0,17.3,36.0,14.4,5.6,0
2021-06-08,East_Zone,90.0,41.1,37.4,14.7,5.0,0
2021-06-09,East_Zone,90.0,56.0,23.5,8.3,6.2,0
2021-06-10,East_Zone,88.4,44.0,33.2,15.8,5.3,0
2021-06-11,East_Zone,91.7,0.6,24.4,14.7,6.0,0
2021-06-12,East_Zone,99.0,41.4,32.4,7.6,6.3,0
2021-06-13,East_Zone,90.2,0.0,26.2,13.6,5.9,0
2021-06-14,East_Zone,97.2,6.6,36.6,11.6,5.3,0
2021-06-15,East_Zone,87.5,0.0,39.6,12.6,5.5,0
2021-06-16,East_Zone,99.0,57.4,23.6,10.0,3.8,0
2021-06-17,East_Zone,93.5,9.4,44.8,15.2,5.7,0
2021-06-18,East_Zone,91.8,47.0,37.9,19.3,6.2,0
2021-06-19,East_Zone,92.2,27.2,38.7,14.8,5.6,0
2021-06-20,East_Zone,89.7,5.6,34.7,7.5,5.3,0
2021-06-21,East_Zone,95.9,12.9,32.4,14.9,5.4,0
2021-06-22,East_Zone,91.2,58.3,32.4,13.4,6.4,0
2021-06-23,East_Zone,88.3,0.0,26.0,10.7,5.5,0
2021-06-24,East_Zone,85.1,13.4,42.4,15.1,6.9,0
2021-06-25,East_Zone,96.0,14.0,24.7,16.6,5.1,0
2021-06-26,East_Zone,99.0,0.0,26.1,12.0,5.7,0
2021-06-27,East_Zone,96.2,48.2,24.3,9.1,5.2,0
2021-06-28,East_Zone,92.7,0.0,33.9,8.0,6.9,0
2021-06-29,East_Zone,94.6,17.5,34.6,12.0,5.8,0
2021-06-30,East_Zone,99.0,18.2,21.9,13.5,6.6,0
2021-07-01,East_Zone,94.9,26.3,31.3,12.5,5.3,0
2021-07-02,East_Zone,89.2,3.0,45.6,12.0,6.7,0
2021-07-03,East_Zone,94.4,0.7,68.8,15.7,6.1,0
2021-07-04,East_Zone,96.5,0.0,26.1,15.4,6.1,0
2021-07-05,East_Zone,99.0,1.9,26.5,14.6,4.8,0
2021-07-06,East_Zone,93.9,0.0,35.5,16.4,5.9,0
2021-07-07,East_Zone,85.9,46.4,39.1,12.0,5.1,0
2021-07-08,East_Zone,85.4,9.9,37.9,10.7,5.9,0
2021-07-09,East_Zone,99.0,0.0,38.2,12.4,4.8,0
2021-07-10,East_Zone,99.0,0.0,25.4,12.2,5.5,0
2021-07-11,East_Zone,91.0,29.5,41.5,7.8,6.4,0
2021-07-12,East_Zone,91.7,55.1,31.8,12.4,5.9,0
2021-07-13,East_Zone,99.0,83.1,25.4,17.3,4.8,1
2021-07-14,East_Zone,88.3,13.1,30.6,16.4,4.5,0
2021-07-15,East_Zone,87.6,0.0,39.2,15.6,6.0,0
2021-07-16,East_Zone,96.4,6.2,34.9,14.4,6.6,0
2021-07-17,East_Zone,91.0,18.4,34.9,18.3,5.1,0
2021-07-18,East_Zone,92.8,13.0,36.7,10.8,6.9,0
2021-07-19,East_Zone,95.6,6.2,22.7,11.1,5.4,0
2021-07-20,East_Zone,96.4,21.5,25.4,17.4,4.3,0
2021-07-21,East_Zone,99.0,2.5,21.8,14.1,4.4,0
2021-07-22,East_Zone,94.1,107.6,32.1,12.0,6.1,1
2021-07-23,East_Zone,99.0,0.0,23.4,15.7,5.5,0
2021-07-24,East_Zone,82.5,0.0,34.4,12.7,6.6,0
2021-07-25,East_Zone,91.9,58.8,40.2,11.5,5.0,0
2021-07-26,East_Zone,87.7,29.0,40.4,11.4,5.8,0
2021-07-27,East_Zone,88.1,0.0,26.3,15.0,5.6,0
2021-07-28,East_Zone,92.5,0.0,21.8,14.6,5.3,0
2021-07-29,East_Zone,93.9,0.0,24.0,18.6,5.2,0
2021-07-30,East_Zone,98.6,19.6,30.6,13.1,5.4,0
2021-07-31,East_Zone,86.7,11.2,32.3,13.1,5.7,0
2021-08-01,East_Zone,96.1,0.0,23.5,18.3,5.6,0
2021-08-02,East_Zone,92.2,9.6,25.7,17.0,5.7,0
2021-08-03,East_Zone,89.9,21.5,43.8,14.4,6.5,0
2021-08-04,East_Zone,95.0,19.5,58.6,9.3,5.2,0
2021-08-05,East_Zone,97.0,24.2,26.1,11.6,4.5,0
2021-08-06,East_Zone,99.0,100.7,26.3,10.8,6.2,1
2021-08-07,East_Zone,92.8,36.3,32.3,14.1,5.1,0
2021-08-08,East_Zone,88.5,11.0,40.6,12.5,5.5,0
2021-08-09,East_Zone,89.2,75.6,52.2,18.8,5.5,1
2021-08-10,East_Zone,96.5,42.7,24.6,9.3,5.1,0
2021-08-11,East_Zone,92.3,0.0,45.6,10.5,4.9,0
2021-08-12,East_Zone,88.1,65.8,31.7,14.7,5.3,1
2021-08-13,East_Zone,93.7,2.5,34.1,15.6,6.0,0
2021-08-14,East_Zone,95.7,4.0,25.8,6.2,5.5,0
2021-08-15,East_Zone,99.0,0.3,25.3,8.8,5.8,0
2021-08-16,East_Zone,99.0,61.7,45.2,13.2,5.5,1
2021-08-17,East_Zone,87.9,24.5,39.0,18.1,6.3,0
2021-08-18,East_Zone,90.8,0.0,39.5,19.7,5.4,0
2021-08-19,East_Zone,87.7,19.0,24.9,12.8,4.2,0
2021-08-20,East_Zone,87.8,0.0,48.3,13.5,6.0,0
2021-08-21,East_Zone,90.8,7.4,62.1,11.5,6.4,0
2021-08-22,East_Zone,99.0,13.5,23.4,15.9,5.1,0
2021-08-23,East_Zone,86.7,111.6,50.4,18.6,6.6,1
2021-08-24,East_Zone,89.8,15.1,34.4,17.8,5.1,0
2021-08-25,East_Zone,82.9,0.0,30.7,13.9,6.0,0
2021-08-26,East_Zone,92.4,0.0,34.2,11.5,6.7,0
2021-08-27,East_Zone,88.5,1.2,30.6,14.0,5.6,0
2021-08-28,East_Zone,90.4,39.3,34.8,18.1,5.5,0
2021-08-29,East_Zone,87.4,0.0,41.0,12.8,5.7,0
2021-08-30,East_Zone,94.6,5.7,24.8,8.6,6.5,0
2021-08-31,East_Zone,85.0,120.1,30.2,12.9,5.8,1
2021-09-01,East_Zone,63.1,0.0,25.9,5.2,7.8,0
2021-09-02,East_Zone,81.0,0.0,26.0,1.0,6.7,0
2021-09-03,East_Zone,67.0,0.0,21.0,6.7,5.9,0
2021-09-04,East_Zone,67.1,0.0,22.4,7.5,6.0,0
2021-09-05,East_Zone,79.3,0.0,26.4,11.6,6.6,0
2021-09-06,East_Zone,90.0,0.0,17.5,2.0,4.9,0
2021-09-07,East_Zone,63.4,0.0,29.7,8.2,6.4,0
2021-09-08,East_Zone,68.3,0.0,26.4,8.9,6.3,0
2021-09-09,East_Zone,73.4,0.0,23.9,7.6,6.6,0
2021-09-10,East_Zone,80.5,0.0,23.6,3.0,7.6,0
2021-09-11,East_Zone,63.9,0.0,30.9,2.8,6.7,0
2021-09-12,East_Zone,72.1,0.0,21.1,6.3,5.2,0
2021-09-13,East_Zone,74.0,0.0,26.5,6.3,6.0,0
2021-09-14,East_Zone,73.2,0.0,25.0,4.3,6.7,0
2021-09-15,East_Zone,70.9,0.0,22.1,9.9,6.4,0
2021-09-16,East_Zone,69.0,0.0,29.3,4.8,7.6,0
2021-09-17,East_Zone,62.6,0.0,29.1,1.0,7.2,0
2021-09-18,East_Zone,66.4,0.0,35.8,5.3,7.3,0
2021-09-19,East_Zone,68.3,0.8,29.0,7.4,6.5,0
2021-09-20,East_Zone,74.3,0.0,21.5,7.0,7.0,0
2021-09-21,East_Zone,72.2,0.0,18.3,7.0,5.6,0
2021-09-22,East_Zone,73.6,4.7,24.6,10.5,7.1,0
2021-09-23,East_Zone,75.3,0.0,26.3,2.7,6.4,0
2021-09-24,East_Zone,71.3,0.0,25.8,4.7,5.7,0
2021-09-25,East_Zone,74.3,0.0,22.4,10.6,6.7,0
2021-09-26,East_Zone,75.0,0.0,18.8,1.0,7.0,0
2021-09-27,East_Zone,70.8,0.0,25.4,5.8,6.3,0
2021-09-28,East_Zone,65.4,0.0,30.6,9.7,7.6,0
2021-09-29,East_Zone,77.0,0.0,17.7,9.6,5.1,0
2021-09-30,East_Zone,74.7,0.0,18.1,8.0,5.4,0
2021-10-01,East_Zone,80.7,0.0,26.2,8.1,6.5,0
2021-10-02,East_Zone,80.5,0.0,22.3,2.9,6.1,0
2021-10-03,East_Zone,71.8,0.0,28.8,10.1,6.2,0
2021-10-04,East_Zone,66.0,0.0,28.4,2.4,6.7,0
2021-10-05,East_Zone,67.8,0.0,21.0,2.6,6.0,0
2021-10-06,East_Zone,77.9,0.0,23.4,7.2,6.2,0
2021-10-07,East_Zone,74.7,0.0,21.0,4.5,6.5,0
2021-10-08,East_Zone,74.5,0.0,23.2,6.6,6.0,0
2021-10-09,East_Zone,65.9,0.0,19.0,7.3,6.1,0
2021-10-10,East_Zone,73.4,0.0,32.9,11.3,6.3,0
2021-10-11,East_Zone,74.1,0.0,23.6,7.3,5.7,0
2021-10-12,East_Zone,67.2,0.0,22.0,4.1,6.8,0
2021-10-13,East_Zone,67.8,0.0,26.4,8.0,7.6,0
2021-10-14,East_Zone,74.7,0.0,21.0,3.5,6.9,0
2021-10-15,East_Zone,71.7,0.0,24.3,8.7,6.7,0
2021-10-16,East_Zone,66.4,0.0,34.7,6.2,6.4,0
2021-10-17,East_Zone,72.3,0.9,21.9,7.2,6.2,0
2021-10-18,East_Zone,68.8,0.0,26.6,1.0,7.2,0
2021-10-19,East_Zone,71.5,0.0,25.4,1.0,5.2,0
2021-10-20,East_Zone,73.8,0.0,43.8,1.5,6.7,0
2021-10-21,East_Zone,55.7,0.0,30.6,11.2,7.1,0
2021-10-22,East_Zone,71.4,0.0,22.3,2.6,5.7,0
2021-10-23,East_Zone,72.7,0.0,23.7,8.2,6.7,0
2021-10-24,East_Zone,70.7,0.0,30.6,4.1,6.9,0
2021-10-25,East_Zone,72.3,0.0,19.8,5.3,5.4,0
2021-10-26,East_Zone,61.7,0.0,25.8,5.9,6.6,0
2021-10-27,East_Zone,76.7,0.0,18.3,10.9,5.8,0
2021-10-28,East_Zone,83.7,0.0,18.2,7.8,6.4,0
2021-10-29,East_Zone,64.3,0.0,23.4,7.2,6.8,0
2021-10-30,East_Zone,78.3,0.0,20.0,9.9,6.5,0
2021-10-31,East_Zone,71.8,1.6,21.0,4.1,6.3,0
2021-11-01,East_Zone,69.3,0.0,29.3,9.2,6.8,0
2021-11-02,East_Zone,64.1,0.0,29.6,8.7,5.9,0
2021-11-03,East_Zone,69.3,0.0,25.0,8.7,6.5,0
2021-11-04,East_Zone,78.0,0.0,24.1,5.5,6.0,0
2021-11-05,East_Zone,75.0,3.3,23.2,4.7,7.0,0
2021-11-06,East_Zone,79.7,0.0,24.9,3.4,6.9,0
2021-11-07,East_Zone,79.8,0.0,20.2,3.6,6.7,0
2021-11-08,East_Zone,72.8,0.0,25.6,3.2,7.6,0
2021-11-09,East_Zone,79.8,0.0,24.9,7.1,6.3,0
2021-11-10,East_Zone,76.2,0.0,20.0,5.3,5.9,0
2021-11-11,East_Zone,76.0,0.0,23.5,7.3,6.2,0
2021-11-12,East_Zone,68.9,0.0,26.1,7.5,5.6,0
2021-11-13,East_Zone,69.2,0.0,31.5,2.8,5.8,0
2021-11-14,East_Zone,70.2,0.0,20.6,2.7,6.7,0
2021-11-15,East_Zone,79.1,0.0,19.7,5.3,5.4,0
2021-11-16,East_Zone,63.4,0.0,29.7,3.7,6.0,0
2021-11-17,East_Zone,73.8,0.0,29.0,3.4,6.5,0
2021-11-18,East_Zone,69.7,0.5,25.5,11.1,6.3,0
2021-11-19,East_Zone,77.9,0.0,23.2,1.4,6.9,0
2021-11-20,East_Zone,75.2,0.0,24.2,12.1,6.5,0
2021-11-21,East_Zone,80.8,0.0,23.9,6.9,6.0,0
2021-11-22,East_Zone,72.6,0.0,32.1,9.0,7.3,0
2021-11-23,East_Zone,65.1,0.0,21.7,8.6,6.8,0
2021-11-24,East_Zone,72.0,0.0,22.8,7.9,5.5,0
2021-11-25,East_Zone,66.5,0.0,22.8,11.0,6.5,0
2021-11-26,East_Zone,70.7,0.0,21.2,2.8,5.9,0
2021-11-27,East_Zone,79.0,0.0,24.2,5.5,6.0,0
2021-11-28,East_Zone,72.5,0.0,30.6,3.4,7.8,0
2021-11-29,East_Zone,67.9,0.0,24.3,1.0,6.5,0
2021-11-30,East_Zone,67.5,0.0,22.4,4.0,6.2,0
2021-12-01,East_Zone,79.3,0.0,14.8,11.6,3.5,0
2021-12-02,East_Zone,72.5,0.0,15.7,5.5,4.1,0
2021-12-03,East_Zone,75.2,0.0,15.7,12.0,3.1,0
2021-12-04,East_Zone,80.0,0.0,16.0,12.3,3.2,0
2021-12-05,East_Zone,82.6,0.0,18.6,15.0,4.1,0
2021-12-06,East_Zone,79.1,0.0,19.9,11.7,2.8,0
2021-12-07,East_Zone,68.8,0.0,12.9,13.1,4.0,0
2021-12-08,East_Zone,79.9,0.0,16.0,7.0,2.6,0
2021-12-09,East_Zone,76.4,0.0,20.0,6.7,3.6,0
2021-12-10,East_Zone,81.1,0.0,14.9,6.9,2.5,0
2021-12-11,East_Zone,87.4,0.0,14.5,6.0,2.8,0
2021-12-12,East_Zone,66.4,0.0,18.8,6.4,4.5,0
2021-12-13,East_Zone,75.9,0.0,15.3,8.3,4.1,0
2021-12-14,East_Zone,82.5,0.0,14.1,4.6,4.1,0
2021-12-15,East_Zone,71.6,0.0,14.1,1.9,2.6,0
2021-12-16,East_Zone,86.6,0.0,14.7,7.1,2.9,0
2021-12-17,East_Zone,81.5,0.0,13.9,3.9,3.6,0
2021-12-18,East_Zone,84.6,0.0,12.8,4.2,3.8,0
2021-12-19,East_Zone,72.3,0.0,21.4,5.6,3.3,0
2021-12-20,East_Zone,87.4,0.0,7.8,4.9,2.8,0
2021-12-21,East_Zone,87.6,0.0,9.6,9.3,2.6,0
2021-12-22,East_Zone,85.8,0.0,5.6,5.5,4.0,0
2021-12-23,East_Zone,82.2,0.0,11.6,9.5,3.0,0
2021-12-24,East_Zone,83.3,0.0,10.1,6.6,3.3,0
2021-12-25,East_Zone,75.4,0.0,13.8,5.7,3.5,0
2021-12-26,East_Zone,75.7,0.0,19.2,6.5,4.4,0
2021-12-27,East_Zone,78.8,0.0,14.0,2.1,2.9,0
2021-12-28,East_Zone,83.7,0.0,10.3,7.0,4.0,0
2021-12-29,East_Zone,84.2,0.0,14.7,8.5,2.7,0
2021-12-30,East_Zone,74.1,0.0,14.4,9.0,4.2,0
2021-12-31,East_Zone,81.0,0.0,10.7,1.9,2.3,0
2022-01-01,East_Zone,84.7,0.0,17.9,1.4,3.6,0
2022-01-02,East_Zone,76.4,0.4,13.1,4.4,4.4,0
2022-01-03,East_Zone,77.2,0.0,11.1,10.2,3.7,0
2022-01-04,East_Zone,81.9,0.0,11.8,6.7,3.6,0
2022-01-05,East_Zone,84.0,0.0,13.7,3.7,2.8,0
2022-01-06,East_Zone,80.0,0.0,13.4,1.6,3.0,0
2022-01-07,East_Zone,85.5,0.0,15.2,3.9,4.3,0
2022-01-08,East_Zone,83.0,0.8,15.5,3.7,3.8,0
2022-01-09,East_Zone,83.0,0.0,15.3,8.8,4.0,0
2022-01-10,East_Zone,84.5,0.0,10.5,9.0,3.3,0
2022-01-11,East_Zone,92.2,1.6,12.4,2.9,3.2,0
2022-01-12,East_Zone,75.9,3.0,18.5,8.3,4.1,0
2022-01-13,East_Zone,68.9,0.0,15.1,8.0,3.7,0
2022-01-14,East_Zone,85.3,0.0,17.8,2.5,3.5,0
2022-01-15,East_Zone,77.9,0.0,13.1,5.7,2.6,0
2022-01-16,East_Zone,83.3,0.0,8.8,7.0,3.8,0
2022-01-17,East_Zone,85.7,0.0,14.8,6.5,3.8,0
2022-01-18,East_Zone,70.3,0.0,16.1,1.0,3.2,0
2022-01-19,East_Zone,74.0,0.0,12.9,6.4,4.1,0
2022-01-20,East_Zone,72.0,0.0,13.4,7.9,3.6,0
2022-01-21,East_Zone,77.7,0.0,10.6,10.7,3.4,0
2022-01-22,East_Zone,84.8,0.0,9.0,4.0,3.7,0
2022-01-23,East_Zone,80.8,0.0,16.3,4.4,4.0,0
2022-01-24,East_Zone,82.3,0.0,11.8,5.4,3.5,0
2022-01-25,East_Zone,72.1,0.0,14.7,6.9,3.4,0
2022-01-26,East_Zone,67.4,0.0,15.1,6.3,4.7,0
2022-01-27,East_Zone,77.2,0.0,18.5,7.8,3.2,0
2022-01-28,East_Zone,75.9,0.0,16.3,2.6,4.0,0
2022-01-29,East_Zone,85.6,0.0,7.8,7.2,3.1,0
2022-01-30,East_Zone,83.3,0.0,13.6,3.8,3.7,0
2022-01-31,East_Zone,81.8,0.0,11.5,5.6,4.1,0
